Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Price_groub,Views Performance
Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,11.95,3.99,GRP,131,99000.0,Croatia(Hrvatska), INFO DD-YACHTING,Expensive (more than 250000),Average (70-170)
Motor Yacht,Birchwood power boats,"Used boat,Diesel",2002,10.36,3.42,GRP,131,95000.0,Germany, Nordsee,Medium (44290-250000),Average (70-170)
Trawler,Colvic power boats,"Used boat,Diesel",1983,11.58,3.94,GRP,131,85000.0,Other, Lisbon,Medium (44290-250000),Average (70-170)
Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,11.93,3.5,GRP,131,85000.0,Spain," Ibiza, Balearic Islands",Medium (44290-250000),Average (70-170)
Sport Boat,Apreamare power boats,"Used boat,Diesel",1999,9.45,3.27,GRP,131,75000.0,Italy, Nord Adria,Medium (44290-250000),Average (70-170)
Fishing Boat,Jeanneau power boats,"Used boat,Diesel",2007,9.76,3.16,PVC,131,72000.0,France," ETABLES SUR MER, France",Medium (44290-250000),Average (70-170)
Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,6.0,2.5,GRP,131,53754.0,Germany, Lake Constance ,Medium (44290-250000),Average (70-170)
Sport Boat,Albatro power boats,"Used boat,Unleaded",2015,8.2,2.45,GRP,131,49000.0,Italy, Lago,Medium (44290-250000),Average (70-170)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2000,7.44,2.75,GRP,131,24000.0,France," granville, France",Cheap (less than 44290),Average (70-170)
Cabin Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2013,4.83,2.32,GRP,131,17900.0,Germany, Schwebheim / Schweinfurt,Cheap (less than 44290),Average (70-170)
Fishing Boat,Linder power boats,new boat from stock,2018,3.55,1.46,Aluminium,130,4110.6,Switzerland, Vierwaldst¤ttersee ,Cheap (less than 44290),Average (70-170)
Classic,Solcio power boats,"Used boat,Unleaded",1976,5.6,2.25,GRP,130,19900.0,Germany, Bayern ,Cheap (less than 44290),Average (70-170)
Sport Boat,Bayliner power boats,Used boat,1999,8.44,2.57,GRP,130,24900.0,Germany, DE,Cheap (less than 44290),Average (70-170)
Sport Boat,Marinello power boats,new boat from stock,2015,7.45,2.49,GRP,130,33900.0,Germany, Hock Boote,Cheap (less than 44290),Average (70-170)
Sport Boat,Windy Oceancraft power boats,"Used boat,Unleaded",0,6.8,2.45,GRP,130,44676.0,Switzerland, Lake Constance ,Medium (44290-250000),Average (70-170)
Motor Yacht,Gulf Craft power boats,"Used boat,Unleaded",2003,10.97,3.33,GRP,130,63000.0,Other, Budva,Medium (44290-250000),Average (70-170)
Motor Yacht,Sea Ray power boats,Used boat,1998,15.0,4.08,GRP,130,97500.0,Denmark, Nordjylland,Expensive (more than 250000),Average (70-170)
Motor Yacht,Apreamare power boats,Used boat,2005,9.98,3.56,GRP,130,129000.0,Italy, Adriatico,Expensive (more than 250000),Average (70-170)
Trawler,Hollandia power boats,"Used boat,Diesel",2012,11.0,3.7,Steel,130,160000.0,Germany, Berlin ,Expensive (more than 250000),Average (70-170)
Trawler,Aquanaut power boats,"Used boat,Diesel",1998,11.65,3.85,Steel,130,165000.0,Other, Marmaris,Expensive (more than 250000),Average (70-170)
Motor Yacht,Fairline power boats,"Used boat,Diesel",2003,17.05,4.65,GRP,130,250000.0,Italy, Friuli Venezia Giulia ,Expensive (more than 250000),Average (70-170)
Hardtop,Absolute power boats,"Used boat,Diesel",2010,17.07,4.57,GRP,130,290000.0,Italy, San ?iljan,Expensive (more than 250000),Average (70-170)
Motor Yacht,VanDutch power boats,Used boat,2010,11.98,3.5,GRP,130,295000.0,Netherlands, In verkoophaven,Expensive (more than 250000),Average (70-170)
Motor Yacht,Astondoa power boats,"Used boat,Diesel",2015,16.76,5.0,GRP,130,779000.0,Spain, Murcia,Expensive (more than 250000),Average (70-170)
Sport Boat,Cranchi power boats,"new boat from stock,Diesel",2020,18.52,4.85,GRP,130,1391400.0,Other," Linz Marine Test Centre ""Italo Monzino""",Expensive (more than 250000),Average (70-170)
Mega Yacht,Moonen power boats,new boat from stock,2020,36.3,8.0,GRP,130,16750000.0,Germany, Nordsee Holland,Expensive (more than 250000),Average (70-170)
Motor Yacht,Riva power boats,"Used boat,Diesel",2009,26.03,6.16,GRP,130,1980000.0,France, Antibes,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,15.93,4.3,GRP,130,598000.0,Spain, Santa Ponca ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Franchini power boats,"Used boat,Diesel",2006,17.15,4.8,GRP,130,469000.0,Spain, Mallorca ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Pershing power boats,"Used boat,Diesel",2008,15.23,4.38,GRP,130,399000.0,Croatia(Hrvatska), INFO BOOTE RIEDL DUBROVNIK,Expensive (more than 250000),Average (70-170)
Flybridge,Sessa power boats,"Used boat,Diesel",2018,11.76,3.9,GRP,130,359000.0,Croatia(Hrvatska), Split,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,14.96,4.3,GRP,130,294900.0,Other,None,Expensive (more than 250000),Average (70-170)
Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2013,13.36,4.16,PVC,130,260000.0,France," Mandelieu la Napoule, France",Expensive (more than 250000),Average (70-170)
Flybridge,Sea Ray power boats,"Used boat,Diesel",2001,16.46,4.72,GRP,130,174500.0,Italy, I West,Expensive (more than 250000),Average (70-170)
Deck Boat,BÃ©nÃ©teau power boats,new boat from stock,2020,9.98,3.35,GRP,130,164750.0,Germany, Baden-W¼rttemberg ,Expensive (more than 250000),Average (70-170)
Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,13.5,4.17,GRP,130,150000.0,Croatia(Hrvatska), Sibenik,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2000,11.58,3.96,GRP,130,99000.0,Germany, Brandenburg ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Pershing power boats,"Used boat,Diesel",1998,13.2,3.98,PVC,130,99000.0,France," Hy¨res, France",Expensive (more than 250000),Average (70-170)
Motor Yacht,Colombo power boats,"Used boat,Diesel",2004,10.54,2.98,GRP,130,90000.0,Italy," Lombardy, Soiano del Lago",Medium (44290-250000),Average (70-170)
Sport Boat,Ayros power boats,"Display Model,Unleaded",2020,6.99,2.55,GRP,130,71323.5,Switzerland, Vierwaldst¤ttersee ,Medium (44290-250000),Average (70-170)
Sport Boat,Chaparral power boats,"Used boat,Unleaded",2010,8.23,2.59,GRP,130,59000.0,Italy, Aprilia Marittima di Latisana (UD),Medium (44290-250000),Average (70-170)
Passenger boat,Alfastreet Marine power boats,"Used boat,Electric",2017,7.8,2.45,GRP,130,51900.0,Other, Balaton,Medium (44290-250000),Average (70-170)
Bowrider,Sea Ray power boats,Used boat,0,5.94,2.5,GRP,130,51346.0,Other," Nieuwpoort, Belgique",Medium (44290-250000),Average (70-170)
Fishing Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.6,2.49,GRP,130,55998.0,Switzerland, Bouveret,Medium (44290-250000),Average (70-170)
Flybridge,Fairline power boats,"Used boat,Diesel",1981,13.3,3.9,PVC,130,50000.0,France," BARNEVILLE CARTERET, France",Medium (44290-250000),Average (70-170)
Sport Boat,Sea Ray power boats,new boat from stock,2019,6.55,2.54,GRP,130,48900.0,Germany, Berlin ,Medium (44290-250000),Average (70-170)
Trawler,Gruno power boats,"Used boat,Diesel",1985,10.0,3.0,Steel,130,45000.0,Croatia(Hrvatska), Kvarner,Medium (44290-250000),Average (70-170)
Sport Boat,Marinello power boats,new boat from stock,2015,6.8,2.49,GRP,130,44900.0,Germany, Hock Boote,Medium (44290-250000),Average (70-170)
Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.75,2.36,GRP,130,40636.8,Switzerland, Luganersee ,Cheap (less than 44290),Average (70-170)
Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,8.85,2.75,GRP,130,35000.0,Italy," Lombardy, Soiano del Lago",Cheap (less than 44290),Average (70-170)
Sport Boat,Four Winns power boats,"Used boat,Diesel",1992,8.4,2.6,GRP,130,32800.0,Germany, Cuxhaven,Cheap (less than 44290),Average (70-170)
Motor Yacht,Freedom power boats,Used boat,1991,8.46,2.48,GRP,130,16900.0,Germany, LAMPERTHEIM,Cheap (less than 44290),Average (70-170)
Cabin Boat,Saura power boats,"Used boat,Diesel",1993,7.35,2.72,GRP,129,18000.0,Spain, Mallorca ,Cheap (less than 44290),Average (70-170)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.26,2.48,GRP,129,53648.0,Other, Wr. Neustadt,Medium (44290-250000),Average (70-170)
Cabin Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.99,2.55,GRP,129,53100.0,Germany,1,Medium (44290-250000),Average (70-170)
Motor Yacht,BÃ©nÃ©teau power boats,Used boat,2005,9.8,3.11,GRP,129,65000.0,Italy, Mar Tirreno,Medium (44290-250000),Average (70-170)
Cabin Boat,Nasbo power boats,"new boat from stock,Unleaded",2020,8.12,2.55,GRP,129,118014.0,Switzerland, Lake Constance ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2002,14.11,4.24,GRP,129,130000.0,Spain, Marbella,Expensive (more than 250000),Average (70-170)
Flybridge,Ferretti power boats,Used boat,2005,14.4,4.33,GRP,129,195000.0,Spain, Barcellona,Expensive (more than 250000),Average (70-170)
Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2016,11.15,3.74,GRP,129,220000.0,Netherlands, INFO DD-YACHTING,Expensive (more than 250000),Average (70-170)
Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,10.98,3.98,PVC,129,230000.0,France," ANTIBES, ANTIBES",Expensive (more than 250000),Average (70-170)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,14.0,4.29,GRP,129,335000.0,Other, Lisbon,Expensive (more than 250000),Average (70-170)
Motor Yacht,Greenline power boats,"new boat from stock,Diesel",0,15.57,4.57,GRP,129,591192.0,Germany, AB WERFT,Expensive (more than 250000),Average (70-170)
Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2010,33.83,7.39,GRP,129,4900000.0,France, Antibes,Expensive (more than 250000),Average (70-170)
Flybridge,Absolute power boats,"Used boat,Diesel",2015,17.0,5.0,GRP,129,880000.0,Croatia(Hrvatska), Split,Expensive (more than 250000),Average (70-170)
Hardtop,Pershing power boats,"Used boat,Diesel",2008,15.83,4.31,GRP,129,539000.0,Spain, Costa Blanca ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Azimut power boats,"Used boat,Diesel",2002,22.54,5.51,GRP,129,520000.0,Other, INFO BOOTE RIEDL,Expensive (more than 250000),Average (70-170)
Hardtop,Bavaria power boats,new boat from stock,2020,13.29,3.99,GRP,129,245687.0,Denmark, Ab v¦rft,Expensive (more than 250000),Average (70-170)
Pilothouse,Boston Whaler power boats,"Used boat,Unleaded",2014,8.51,2.9,PVC,129,195000.0,France," PORNICHET, PORNICHET",Expensive (more than 250000),Average (70-170)
Motor Yacht,Cranchi power boats,"Used boat,Diesel",2008,14.19,4.1,GRP,129,165000.0,Italy, Friuli-Venezia Giulia,Expensive (more than 250000),Average (70-170)
Sport Boat,Boesch power boats,"Used boat,Electric",2008,6.2,2.2,Wood,129,165000.0,Germany, Ammersee ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sarnico power boats,Used boat,1998,16.7,4.38,GRP,129,149500.0,Croatia(Hrvatska),None,Expensive (more than 250000),Average (70-170)
Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,7.9,2.54,GRP,129,134500.0,Germany," BOOTESSERVICE ENK TREIS MOSEL BO, BOOTESSERVICE EN",Expensive (more than 250000),Average (70-170)
Trawler,Pedro power boats,"Used boat,Diesel",2010,9.7,3.5,Steel,129,128500.0,Germany, Schleswig-Holstein ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Cranchi power boats,new boat on order,2020,7.85,2.49,PVC,129,118500.0,Other,None,Expensive (more than 250000),Average (70-170)
Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,10.0,3.0,GRP,129,87900.0,Croatia(Hrvatska), Kvarner,Medium (44290-250000),Average (70-170)
Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,10.0,3.33,GRP,129,87000.0,Italy, Aprilia Marittima di Latisana (UD),Medium (44290-250000),Average (70-170)
Pilothouse,Quicksilver power boats,"new boat from stock,Unleaded",0,8.88,2.99,GRP,129,80000.0,Germany, Berlin ,Medium (44290-250000),Average (70-170)
Wakeboard/Wakesurf,Heyday power boats,"Used boat,Unleaded",2018,7.16,2.44,PVC,129,73000.0,France," Saint-Jorioz, France",Medium (44290-250000),Average (70-170)
Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,11.63,3.7,GRP,129,73000.0,Italy, Marche - Umbria ,Medium (44290-250000),Average (70-170)
Center console boat,Cranchi power boats,"Used boat,Diesel",2001,11.47,3.49,GRP,129,69000.0,Other,None,Medium (44290-250000),Average (70-170)
Sport Boat,Chaparral power boats,Used boat,2010,8.84,2.9,GRP,129,55000.0,Italy, Campania ,Medium (44290-250000),Average (70-170)
Bowrider,Finnmaster power boats,"new boat from stock,Unleaded",2020,6.39,2.29,GRP,129,51290.0,Germany, Ostsee ,Medium (44290-250000),Average (70-170)
Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,129,49900.0,Germany, Boote Pfister GmbH Schwebheim / Schweinfurt,Medium (44290-250000),Average (70-170)
Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.54,GRP,129,45900.0,Germany, Hamburg ,Medium (44290-250000),Average (70-170)
Motor Yacht,Crownline power boats,"Used boat,Unleaded",2003,7.87,2.59,GRP,129,42000.0,Germany, INFO DD-YACHTING,Cheap (less than 44290),Average (70-170)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,7.74,2.92,PVC,129,39000.0,France," les sables d'olonne, France",Cheap (less than 44290),Average (70-170)
Motor Yacht,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.55,2.29,GRP,129,34680.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Average (70-170)
Sport Boat,Marinello power boats,new boat from stock,2015,5.9,2.48,GRP,129,26900.0,Germany, Hock Boote,Cheap (less than 44290),Average (70-170)
Runabout,Karnic power boats,new boat from stock,2018,5.65,2.3,GRP,129,18399.0,Germany, Lake Constance ,Cheap (less than 44290),Average (70-170)
Classic,WeiBo power boats,new boat from stock,2021,6.0,1.65,Wood,129,18300.0,Switzerland, Lake Constance ,Cheap (less than 44290),Average (70-170)
Motor Yacht,Allround power boats,"Used boat,Unleaded",1988,8.2,2.45,GRP,129,12900.0,Germany, LAMPERHEIM,Cheap (less than 44290),Average (70-170)
Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,9.8,3.3,GRP,128,27000.0,Germany, ?-STERREICH INFO DD-YACHTING,Cheap (less than 44290),Average (70-170)
Fishing Boat,Osprey power boats,new boat from stock,2000,8.0,2.8,GRP,128,34900.0,Netherlands, In verkoophaven,Cheap (less than 44290),Average (70-170)
Sport Boat,Cruisers Yachts power boats,"Used boat,Unleaded",1994,9.7,3.2,GRP,128,35000.0,Germany, Havel ,Cheap (less than 44290),Average (70-170)
Sport Boat,Four Winns power boats,"Used boat,Unleaded",2007,7.92,2.55,GRP,128,49000.0,Germany, LAMPERTHEIM,Medium (44290-250000),Average (70-170)
Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,6.4,2.5,GRP,128,86015.58,Switzerland, Lake of Zurich ,Medium (44290-250000),Average (70-170)
Trawler,Linssen power boats,"Used boat,Diesel",1991,10.3,3.55,Steel,128,94750.0,Netherlands, Bestboats Roermond,Medium (44290-250000),Average (70-170)
Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,11.95,3.5,GRP,128,94000.0,Germany, Norddeutschland,Medium (44290-250000),Average (70-170)
Trawler,Linssen power boats,"Used boat,Diesel",1993,12.35,3.85,Steel,128,99900.0,Germany," BOOTSSERVICE ENK/TREIS/MOSEL, BOOTSSERVICE ENK/TRE",Expensive (more than 250000),Average (70-170)
Motor Yacht,Pershing power boats,Used boat,2006,11.78,3.25,GRP,128,120000.0,Spain, Balearic Islands,Expensive (more than 250000),Average (70-170)
Motor Yacht,Azimut power boats,Used boat,1997,12.35,3.98,GRP,128,130000.0,Italy, Campania ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2006,13.71,4.26,GRP,128,178000.0,Italy, Friuli Venezia Giulia ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Linssen power boats,"Used boat,Diesel",2015,13.25,4.35,Steel,128,475000.0,Netherlands, Limburg ,Expensive (more than 250000),Average (70-170)
Trawler,Ocean Alexander power boats,"Used boat,Diesel",2010,19.01,5.0,GRP,128,800000.0,France, PACA,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sunseeker power boats,Used boat,2009,17.35,4.6,GRP,128,425000.0,Other,None,Expensive (more than 250000),Average (70-170)
Motor Yacht,Brabus power boats,"Used boat,Unleaded",2019,11.28,3.08,GRP,128,399000.0,France, South of France,Expensive (more than 250000),Average (70-170)
Hardtop,Sealine power boats,"new boat from stock,Diesel",2020,10.31,3.5,GRP,128,291500.0,Germany, Baden-W¼rttemberg ,Expensive (more than 250000),Average (70-170)
Hardtop,Bavaria power boats,"Used boat,Diesel",2016,13.29,3.97,GRP,128,279000.0,Germany, Nordsee ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",1999,13.8,4.05,GRP,128,175500.0,Denmark, Tyskland,Expensive (more than 250000),Average (70-170)
Sport Boat,Marino power boats,"Used boat,Diesel",2013,8.2,2.9,GRP,128,178500.0,Switzerland, Lake Constance ,Expensive (more than 250000),Average (70-170)
Trawler,Hellingskip power boats,Used boat,1999,11.0,3.85,Steel,128,129500.0,Netherlands, In verkoophaven,Expensive (more than 250000),Average (70-170)
Offshore Boat,Baja power boats,"Used boat,Unleaded",2014,10.4,2.62,GRP,128,110000.0,Spain, Eivissa-San Juan,Expensive (more than 250000),Average (70-170)
